id,type,term,sense,translation,example_de,example_en,levels,part_of_speech,native_frequency_rating,native_frequency_label,native_frequency_notes,rated_by,rated_at,corpus_rank,register,regional_labels,contexts,tags,gender,plural,genitive_singular,is_reflexive,is_separable,auxiliary,present_er_sie_es,praeteritum,partizip_ii,valency,collocations,synonyms,antonyms,false_friends,source_name,source_url,review_status
257,word,erlauben,to give permission or license to do something,"to allow; to permit",Rauchen ist hier nicht erlaubt.,Smoking is not permitted here.,A1,verb,4,high,Rules regulations and permissions verb,curator,2026-03-28,280,standard,DACH,"rules;public","verb;;",,,FALSE,FALSE,haben,erlaubt,erlaubte,erlaubt,+ Dativ + Akkusativ,"hier ist es erlaubt; jemandem etwas erlauben","gestatten; genehmigen",verbieten,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
258,word,erst-,coming before all others in order or time,first,Die erste Gruppe beginnt um 16 Uhr.,The first group starts at 16:00.,A1,adjective,5,very high,Core ordinal number adjective,curator,2026-03-28,20,standard,DACH,"numbers;general","adjective;ordinal;;",,,FALSE,FALSE,,,,,,none,"der erste Tag; zum ersten Mal; erste Klasse","anfänglich; vorderste",letzt-,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
259,word,Erwachsene,person who has attained maturity or legal majority,"adult; grown-up",Dieser Film ist nur für Erwachsene.,This film is only for adults.,A1,noun,4,high,Demographic and legal age noun,curator,2026-03-28,410,standard,DACH,"society;identity","noun;people",masculine,Erwachsenen,Erwachsenen,FALSE,FALSE,,,,,,none,"nur für Erwachsene; Eintritt für Erwachsene","Volljähriger; Großer","Kind; Jugendlicher",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
260,word,erzählen,to narrate or relate a story or occurrence,"to tell; to narrate",Wir müssen euch etwas erzählen!,We have to tell you something!,A1,verb,5,very high,Core conversational and narration verb,curator,2026-03-28,125,standard,DACH,"communication;social","verb;;",,,FALSE,FALSE,haben,erzählt,erzählte,erzählt,"+ Dativ + Akkusativ; von + Dativ","eine Geschichte erzählen; vom Urlaub erzählen","berichten; schildern",verschweigen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
261,word,es,third-person singular neuter personal pronoun,it,Es regnet.,It is raining.,A1,pronoun,5,very high,Fundamental impersonal and neuter pronoun,curator,2026-03-28,6,standard,DACH,general,"pronoun;personal;;",,,FALSE,FALSE,,,,,,none,"es gibt; es ist; wie geht es","das Ding; jenes",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
262,word,essen,to take solid food into the mouth and swallow it,to eat,Was gibt es zu essen?,What is there to eat?,A1,verb,5,very high,Fundamental biological and daily activity verb,curator,2026-03-28,95,standard,DACH,"food;dining","verb;food;;",,,FALSE,FALSE,haben,isst,aß,gegessen,"+ Akkusativ; intransitive","zu Mittag essen; gern essen; im Restaurant essen","speisen; zu sich nehmen","hungern; fasten",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
263,word,Essen,food prepared for consumption or a meal,"food; meal",Das Essen ist heute sehr gut.,The food is very good today.,A1,noun,5,very high,Core dining and nourishment noun,curator,2026-03-28,140,standard,DACH,"food;dining","noun;food",neuter,Essen,Essens,FALSE,FALSE,,,,,,none,"das Essen kochen; zum Essen einladen","Mahlzeit; Speise; Gericht",Fasten,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
264,word,euer,belonging to the addressed plural informal group,"your; yours (plural informal)",Euer Kurs beginnt heute.,Your course begins today.,A1,pronoun,5,very high,Core 2nd-person plural informal possessive,curator,2026-03-28,88,standard,DACH,personal,"pronoun;possessive;;",,,FALSE,FALSE,,,,,,none,"euer Haus; eure Freunde",euer eigen,unser-,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
265,word,Euro,official currency of many European Union countries,euro,Das Buch kostet zehn Euro.,The book costs ten euros.,A1,noun,5,very high,Core currency and pricing noun,curator,2026-03-28,45,standard,DACH,"shopping;finances","noun;money",masculine,Euro,Euros,FALSE,FALSE,,,,,,none,"fünf Euro; Euro und Cent; in Euro zahlen",Währungseinheit,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
266,word,Europa,continent located in the northern hemisphere,Europe,Wir leben in Europa.,We live in Europe.,A1,noun,5,very high,Continental geography noun,curator,2026-03-28,88,standard,DACH,"geography;countries","noun;geography",neuter,,Europas,FALSE,FALSE,,,,,,none,"in Europa; Länder in Europa",europäischer Kontinent,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
267,word,Europäer,native or citizen of a European country,European,Er ist Europäer.,He is a European.,A1,noun,4,high,Continental demographic noun,curator,2026-03-28,380,standard,DACH,"identity;countries","noun;people",masculine,Europäer,Europäers,FALSE,FALSE,,,,,,none,"die Europäer; als Europäerin leben",Bürger Europas,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
268,word,Europäerin,female native or citizen of a European nation,European (female),Sie fühlt sich als Europäerin.,She feels like a European.,A1,noun,3,medium,Continental demographic noun,curator,2026-03-28,840,standard,DACH,"identity;countries","noun;people",feminine,Europäerinnen,Europäerin,FALSE,FALSE,,,,,,none,"die Europäerin; moderne Europäerin",Bürgerin Europas,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
269,word,europäisch,of or relating to the continent of Europe,European,Das ist ein europäisches Land.,That is a European country.,A1,adjective,4,high,Continental geographic adjective,curator,2026-03-28,140,standard,DACH,"geography;identity","adjective;;",,,FALSE,FALSE,,,,,,none,"europäische Union; europäische Kultur",kontinental,außereuropäisch,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
270,word,fahren,to travel in or operate a vehicle,"to drive; to ride; to travel",Ich fahre mit dem Auto zur Arbeit.,I drive to work by car.,A1,verb,5,very high,Core movement and transport verb,curator,2026-03-28,48,standard,DACH,"travel;transport","verb;transport;;",,,FALSE,FALSE,sein,fährt,fuhr,gefahren,"intransitive; mit + Dativ; nach + Dativ","Rad fahren; mit dem Zug fahren; Auto fahren","reisen; steuern","gehen; laufen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
271,word,Fahrer,individual operating a road vehicle,driver,Bitte nicht mit dem Fahrer sprechen!,Please do not speak with the driver!,A1,noun,4,high,Transport personnel vocabulary,curator,2026-03-28,380,standard,DACH,"travel;transport","noun;professions",masculine,Fahrer,Fahrers,FALSE,FALSE,,,,,,none,"der Fahrer des Busses; Taxifahrer","Chauffeur; Fahrzeugführer","Fahrgast; Passagier",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
272,word,Fahrkarte,document entitling the bearer to travel on public transit,ticket (transit),Hast du schon eine Fahrkarte?,Do you already have a ticket?,A1,noun,4,high,Essential public transport noun,curator,2026-03-28,510,standard,DACH,"travel;transport","noun;transport",feminine,Fahrkarten,Fahrkarte,FALSE,FALSE,,,,,,none,"eine Fahrkarte kaufen; Fahrkarte entwerten","Fahrschein; Ticket",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
273,word,Fahrrad,two-wheeled vehicle propelled by pedals,"bicycle; bike",Fährst du mit dem Fahrrad oder mit dem Auto?,Do you ride by bicycle or by car?,A1,noun,4,high,Everyday eco-friendly transport noun,curator,2026-03-28,410,standard,DACH,"travel;transport","noun;transport",neuter,Fahrräder,Fahrrads,FALSE,FALSE,,,,,,none,"mit dem Fahrrad fahren; Fahrrad abstellen","Rad; Velo; Drahtesel",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
274,word,falsch,not in accordance with truth fact or correctness,"wrong; incorrect",Das ist falsch.,That is wrong.,A1,adjective,5,very high,Fundamental evaluative and test adjective,curator,2026-03-28,110,standard,DACH,"general;exam","adjective;;",,,FALSE,FALSE,,,,,,none,"richtig oder falsch; eine falsche Antwort","fehlerhaft; unrichtig","richtig; korrekt",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
275,word,Familie,group of individuals related by blood or marriage,family,Meine Familie lebt in Spanien.,My family lives in Spain.,A1,noun,5,very high,Core social and personal relations noun,curator,2026-03-28,140,standard,DACH,"family;personal","noun;family",feminine,Familien,Familie,FALSE,FALSE,,,,,,none,"eine große Familie; Familie gründen","Angehörige; Verwandtschaft",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
276,word,Familienname,hereditary surname shared by members of a family,"surname; last name",Meine Familiennamen sind García González.,My surnames are García González.,A1,noun,4,high,Official form registration term,curator,2026-03-28,680,standard,DACH,"identity;official forms","noun;identity",masculine,Familiennamen,Familiennamens,FALSE,FALSE,,,,,,none,"den Familiennamen angeben; Geburtsname","Nachname; Zuname",Vorname,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
277,word,Familienstand,legal marital condition of an individual,marital status,Bei Familienstand musst du ledig ankreuzen.,Under marital status you must cross single.,A1,noun,4,high,Official form and identity term,curator,2026-03-28,840,standard,DACH,"identity;official forms","noun;identity",masculine,,Familienstands,FALSE,FALSE,,,,,,none,"Angabe zum Familienstand; ledig oder verheiratet","Zivilstand; Personenstand",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
278,word,Farbe,visual attribute of hue,color,Die Farbe gefällt mir gut.,I like the color a lot.,A1,noun,4,high,Visual description noun,curator,2026-03-28,260,standard,DACH,"description;general","noun;description",feminine,Farben,Farbe,FALSE,FALSE,,,,,,none,"welche Farbe; helle Farbe; bunte Farben","Farbton; Kolorit",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
279,word,Fax,document sent electronically via telephonic scanning,fax,Schicken Sie uns einfach ein Fax!,Just send us a fax!,A1,noun,3,medium,Office telecommunication noun,curator,2026-03-28,950,standard,DACH,"office;communication","noun;office",neuter,Faxe,Faxes,FALSE,FALSE,,,,,,none,"ein Fax senden; Fax schicken","Telefax; Fernkopie",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
280,word,Februar,second month of the calendar year,February,Mein Geburtstag ist im Februar.,My birthday is in February.,A1,noun,4,high,Core calendar month noun,curator,2026-03-28,250,standard,DACH,"time;calendar","noun;calendar",masculine,Februare,Februars,FALSE,FALSE,,,,,,none,"im Februar; Ende Februar",zweiter Monat,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
281,word,fehlen,to be absent missing or ailing,"to be missing; to lack; to ail",Herr Müller ist nicht da er fehlt schon seit drei Tagen. / Was fehlt Ihnen?,"Mr. Müller is not here, he has been missing for three days. / What ails you?",A1,verb,5,very high,Core state and health consultation verb,curator,2026-03-28,120,standard,DACH,"work;health","verb;;",,,FALSE,FALSE,haben,fehlt,fehlte,gefehlt,"intransitive; + Dativ","bei der Arbeit fehlen; was fehlt Ihnen","mangeln; nicht anwesend sein","da sein; anwesend sein",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
282,word,Fehler,mistake inaccuracy or defect,"mistake; error",Diesen Fehler mache ich immer.,I always make this mistake.,A1,noun,4,high,Exam learning and performance noun,curator,2026-03-28,220,standard,DACH,"education;exam",noun,masculine,Fehler,Fehlers,FALSE,FALSE,,,,,,none,"einen Fehler machen; ohne Fehler","Irrtum; Versehen; Schnitzer","Korrektur; Richtigkeit",Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
283,word,Feier-,element forming compounds denoting holiday or closing time,"holiday; closing celebration",Am Montag ist Feiertag.,Monday is a public holiday.,A1,noun,4,high,Calendar and leisure compound root,curator,2026-03-28,490,standard,DACH,"calendar;leisure","noun;calendar",masculine,Feiertage,Feiertags,FALSE,FALSE,,,,,,none,"Feierabend machen; gesetzlicher Feiertag","Festtag; freier Tag",Arbeitstag,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
284,word,Feierabend,end of the working day or evening rest period,"end of work; closing time",Am Montag ist Feiertag und wir haben früher Feierabend.,On Monday is a holiday and we finish work earlier.,A1,noun,4,high,Daily work schedule noun,curator,2026-03-28,410,standard,DACH,"work;daily life","noun;time",masculine,Feierabende,Feierabends,FALSE,FALSE,,,,,,none,"Feierabend machen; schönen Feierabend","Dienstschluss; Arbeitsende",Arbeitsbeginn,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
285,word,feiern,to observe a festive milestone or holiday with joy,to celebrate,Wir feiern heute meinen Geburtstag.,We are celebrating my birthday today.,A1,verb,4,high,Social leisure and festive verb,curator,2026-03-28,290,standard,DACH,"social;leisure","verb;;",,,FALSE,FALSE,haben,feiert,feierte,gefeiert,"+ Akkusativ; intransitive","ein Fest feiern; Geburtstag feiern","zelebrieren; Party machen",trauern,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
286,word,fernsehen,to watch television broadcasts,to watch television,Wollen wir heute Abend mal fernsehen?,Shall we watch television tonight?,A1,verb,4,high,Domestic leisure activity verb,curator,2026-03-28,450,standard,DACH,"media;leisure","verb;media;;",,,FALSE,TRUE,haben,sieht fern,sah fern,ferngesehen,intransitive,"jeden Abend fernsehen; auf der Couch fernsehen","TV schauen; glotzen",abends fernsehen,,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
287,word,fertig,"having completed a task; prepared for use","ready; finished",Bist du fertig? / Ist mein Auto schon fertig?,Are you ready? / Is my car already finished?,A1,adjective,5,very high,State of completion adjective,curator,2026-03-28,110,standard,DACH,"daily life;work","adjective;;",,,FALSE,FALSE,,,,,,none,"fertig sein; fertig machen","bereit; beendet; abgeschlossen","unvollendet; angefangen",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
288,word,Feuer,"combustion producing flame; light for a cigarette","fire; light (for smoking)",Haben Sie Feuer?,Do you have a light?,A1,noun,4,high,Essential elemental and smoking inquiry noun,curator,2026-03-28,340,standard,DACH,"general;daily life",noun,neuter,Feuer,Feuers,FALSE,FALSE,,,,,,none,"Feuer machen; nach Feuer fragen","Flamme; Brand",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
289,word,Fieber,abnormally high body temperature caused by illness,"fever; temperature",Mein Mann hat noch immer Fieber.,My husband still has a fever.,A1,noun,4,high,Health medical and sickness noun,curator,2026-03-28,620,standard,DACH,"health;illness","noun;health",neuter,,Fiebers,FALSE,FALSE,,,,,,none,"Fieber haben; hohes Fieber messen","erhöhte Temperatur; Schüttelfrost",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
290,word,Film,motion picture recorded for exhibition,"film; movie",Ich möchte gern diesen Film sehen.,I would like to see this film.,A1,noun,5,very high,Core leisure and entertainment noun,curator,2026-03-28,180,standard,DACH,"media;leisure","noun;culture",masculine,Filme,Films,FALSE,FALSE,,,,,,none,"einen Film sehen; im Film mitspielen","Streifen; Kinofilm",,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
291,word,finden,to discover locate or judge something to be so,"to find; to consider",Wir müssen den Schlüssel finden.,We have to find the key.,A1,verb,5,very high,Top-tier action and opinion verb,curator,2026-03-28,30,standard,DACH,"general;daily life","verb;;",,,FALSE,FALSE,haben,findet,fand,gefunden,+ Akkusativ,"eine Arbeit finden; gut finden; den Weg finden","entdecken; meinen","verlieren; suchen",,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
292,word,Finne,male native or citizen of Finland,Finn (male),Ein Finne wohnt nebenan.,A Finnish man lives next door.,A1,noun,3,medium,Nationality demographic noun,curator,2026-03-28,950,standard,DACH,"identity;countries","noun;people",masculine,Finnen,Finnen,FALSE,FALSE,,,,,,none,"der Finne; finnischer Bürger",Bürger Finnlands,,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste,https://www.goethe.de,verified
